"";"Date";"Time";"Global_active_power";"Global_reactive_power";"Voltage";"Global_intensity";"Sub_metering_1";"Sub_metering_2";"Sub_metering_3";"Global_active_power2"
"67352";2007-02-01;"11:55:00";"1.390";"0.100";"241.460";"5.600";"0.000";"0.000";18;1,39
"67353";2007-02-01;"11:56:00";"1.384";"0.098";"241.060";"5.600";"0.000";"0.000";18;1,384
"67354";2007-02-01;"11:57:00";"1.392";"0.100";"241.620";"5.600";"0.000";"0.000";18;1,392
"67355";2007-02-01;"11:58:00";"1.386";"0.100";"241.650";"5.600";"0.000";"0.000";18;1,386
"67356";2007-02-01;"11:59:00";"1.370";"0.094";"240.380";"5.600";"0.000";"0.000";17;1,37
"67357";2007-02-01;"12:00:00";"1.360";"0.090";"239.570";"5.600";"0.000";"0.000";18;1,36
"67358";2007-02-01;"12:01:00";"1.360";"0.092";"239.840";"5.600";"0.000";"0.000";18;1,36
"67359";2007-02-01;"12:02:00";"1.364";"0.094";"240.160";"5.600";"0.000";"0.000";17;1,364
"67360";2007-02-01;"12:03:00";"1.362";"0.094";"240.030";"5.600";"0.000";"0.000";18;1,362
"67361";2007-02-01;"12:04:00";"1.370";"0.096";"240.870";"5.600";"0.000";"0.000";18;1,37
"67362";2007-02-01;"12:05:00";"1.362";"0.060";"240.890";"5.600";"0.000";"0.000";17;1,362
"67363";2007-02-01;"12:06:00";"1.402";"0.122";"240.030";"5.800";"0.000";"0.000";18;1,402
"67364";2007-02-01;"12:07:00";"1.406";"0.122";"239.960";"5.800";"0.000";"0.000";18;1,406
"67365";2007-02-01;"12:08:00";"1.402";"0.122";"239.850";"5.800";"0.000";"0.000";17;1,402
"67366";2007-02-01;"12:09:00";"1.404";"0.124";"240.330";"5.800";"0.000";"0.000";18;1,404
"67367";2007-02-01;"12:10:00";"1.398";"0.122";"240.040";"5.800";"0.000";"0.000";18;1,398
"67368";2007-02-01;"12:11:00";"1.400";"0.126";"240.820";"5.800";"0.000";"0.000";17;1,4
"67369";2007-02-01;"12:12:00";"1.392";"0.122";"240.140";"5.800";"0.000";"0.000";18;1,392
"67370";2007-02-01;"12:13:00";"1.384";"0.120";"239.510";"5.800";"0.000";"0.000";18;1,384
"67371";2007-02-01;"12:14:00";"1.390";"0.122";"240.310";"5.800";"0.000";"0.000";17;1,39
"67372";2007-02-01;"12:15:00";"1.390";"0.124";"240.320";"5.800";"0.000";"0.000";18;1,39
"67373";2007-02-01;"12:16:00";"1.386";"0.122";"239.930";"5.800";"0.000";"0.000";18;1,386
"67374";2007-02-01;"12:17:00";"1.096";"0.128";"240.770";"5.000";"0.000";"0.000";13;1,096
"67375";2007-02-01;"12:18:00";"0.326";"0.136";"241.030";"1.400";"0.000";"0.000";0;0,326
"67376";2007-02-01;"12:19:00";"0.326";"0.136";"241.120";"1.400";"0.000";"0.000";0;0,326
"67377";2007-02-01;"12:20:00";"0.326";"0.134";"240.620";"1.400";"0.000";"0.000";0;0,326
"67378";2007-02-01;"12:21:00";"0.262";"0.046";"240.800";"1.200";"0.000";"0.000";0;0,262
"67379";2007-02-01;"12:22:00";"0.230";"0.000";"240.130";"1.000";"0.000";"0.000";0;0,23
"67380";2007-02-01;"12:23:00";"0.230";"0.000";"240.020";"1.000";"0.000";"0.000";0;0,23
"67381";2007-02-01;"12:24:00";"0.230";"0.000";"240.290";"1.000";"0.000";"0.000";0;0,23
"67382";2007-02-01;"12:25:00";"0.230";"0.000";"240.120";"1.000";"0.000";"0.000";0;0,23
"67383";2007-02-01;"12:26:00";"0.230";"0.000";"240.440";"1.000";"0.000";"0.000";0;0,23
"67384";2007-02-01;"12:27:00";"0.232";"0.000";"241.370";"1.000";"0.000";"0.000";0;0,232
"67385";2007-02-01;"12:28:00";"0.232";"0.000";"240.880";"1.000";"0.000";"0.000";0;0,232
"67386";2007-02-01;"12:29:00";"0.232";"0.000";"240.690";"1.000";"0.000";"0.000";0;0,232
"67387";2007-02-01;"12:30:00";"0.230";"0.000";"240.530";"1.000";"0.000";"0.000";0;0,23
"67388";2007-02-01;"12:31:00";"0.232";"0.000";"240.860";"1.000";"0.000";"0.000";0;0,232
"67389";2007-02-01;"12:32:00";"0.232";"0.000";"241.090";"1.000";"0.000";"0.000";0;0,232
"67390";2007-02-01;"12:33:00";"0.232";"0.000";"240.890";"1.000";"0.000";"0.000";0;0,232
"67391";2007-02-01;"12:34:00";"0.234";"0.000";"241.730";"1.000";"0.000";"0.000";0;0,234
"67392";2007-02-01;"12:35:00";"0.234";"0.000";"241.730";"1.000";"0.000";"0.000";0;0,234
"67393";2007-02-01;"12:36:00";"0.232";"0.000";"240.810";"1.000";"0.000";"0.000";0;0,232
"67394";2007-02-01;"12:37:00";"0.232";"0.000";"241.280";"1.000";"0.000";"0.000";0;0,232
"67395";2007-02-01;"12:38:00";"0.234";"0.000";"241.360";"1.000";"0.000";"0.000";0;0,234
"67396";2007-02-01;"12:39:00";"0.232";"0.000";"241.290";"1.000";"0.000";"0.000";0;0,232
"67397";2007-02-01;"12:40:00";"0.258";"0.000";"241.520";"1.200";"0.000";"0.000";0;0,258
"67398";2007-02-01;"12:41:00";"0.310";"0.110";"241.680";"1.400";"0.000";"0.000";0;0,31
"67399";2007-02-01;"12:42:00";"0.310";"0.110";"241.810";"1.400";"0.000";"0.000";0;0,31
"67400";2007-02-01;"12:43:00";"0.312";"0.114";"242.600";"1.400";"0.000";"0.000";0;0,312
"67401";2007-02-01;"12:44:00";"0.312";"0.114";"242.790";"1.400";"0.000";"0.000";0;0,312
"67402";2007-02-01;"12:45:00";"0.310";"0.110";"241.720";"1.400";"0.000";"0.000";0;0,31
"67403";2007-02-01;"12:46:00";"0.368";"0.168";"241.220";"1.800";"0.000";"0.000";0;0,368
"67404";2007-02-01;"12:47:00";"0.416";"0.238";"240.730";"2.000";"0.000";"0.000";0;0,416
"67405";2007-02-01;"12:48:00";"0.408";"0.236";"240.180";"2.000";"0.000";"0.000";0;0,408
"67406";2007-02-01;"12:49:00";"0.408";"0.240";"240.850";"2.000";"0.000";"0.000";0;0,408
"67407";2007-02-01;"12:50:00";"0.408";"0.246";"241.960";"2.000";"0.000";"0.000";0;0,408
"67408";2007-02-01;"12:51:00";"0.404";"0.242";"241.970";"2.000";"0.000";"0.000";0;0,404
"67409";2007-02-01;"12:52:00";"0.334";"0.140";"241.700";"1.400";"0.000";"0.000";0;0,334
"67410";2007-02-01;"12:53:00";"0.334";"0.140";"241.460";"1.400";"0.000";"0.000";0;0,334
"67411";2007-02-01;"12:54:00";"0.332";"0.140";"241.550";"1.400";"0.000";"0.000";0;0,332
"67412";2007-02-01;"12:55:00";"0.332";"0.142";"241.690";"1.400";"0.000";"0.000";0;0,332
"67413";2007-02-01;"12:56:00";"0.330";"0.138";"241.000";"1.400";"0.000";"0.000";0;0,33
"67414";2007-02-01;"12:57:00";"0.330";"0.140";"241.440";"1.400";"0.000";"0.000";0;0,33
"67415";2007-02-01;"12:58:00";"0.328";"0.140";"241.430";"1.400";"0.000";"0.000";0;0,328
"67416";2007-02-01;"12:59:00";"0.330";"0.144";"241.870";"1.400";"0.000";"0.000";0;0,33
"67417";2007-02-01;"13:00:00";"0.328";"0.144";"241.750";"1.400";"0.000";"0.000";0;0,328
"67418";2007-02-01;"13:01:00";"0.328";"0.142";"241.640";"1.400";"0.000";"0.000";0;0,328
"67419";2007-02-01;"13:02:00";"0.258";"0.000";"242.020";"1.200";"0.000";"0.000";0;0,258
"67420";2007-02-01;"13:03:00";"0.234";"0.000";"241.530";"1.000";"0.000";"0.000";0;0,234
"67421";2007-02-01;"13:04:00";"0.232";"0.000";"241.240";"1.000";"0.000";"0.000";0;0,232
"67422";2007-02-01;"13:05:00";"0.234";"0.000";"241.480";"1.000";"0.000";"0.000";0;0,234
"67423";2007-02-01;"13:06:00";"0.232";"0.000";"240.550";"1.000";"0.000";"0.000";0;0,232
"67424";2007-02-01;"13:07:00";"0.232";"0.000";"240.420";"1.000";"0.000";"0.000";0;0,232
"67425";2007-02-01;"13:08:00";"0.230";"0.000";"239.880";"1.000";"0.000";"0.000";0;0,23
"67426";2007-02-01;"13:09:00";"0.230";"0.000";"239.490";"1.000";"0.000";"0.000";0;0,23
"67427";2007-02-01;"13:10:00";"0.228";"0.000";"238.820";"1.000";"0.000";"0.000";0;0,228
"67428";2007-02-01;"13:11:00";"0.228";"0.000";"238.190";"1.000";"0.000";"0.000";0;0,228
"67429";2007-02-01;"13:12:00";"0.228";"0.000";"238.190";"1.000";"0.000";"0.000";0;0,228
"67430";2007-02-01;"13:13:00";"0.228";"0.000";"238.580";"1.000";"0.000";"0.000";0;0,228
"67431";2007-02-01;"13:14:00";"0.228";"0.000";"238.710";"1.000";"0.000";"0.000";0;0,228
"67432";2007-02-01;"13:15:00";"0.228";"0.000";"238.240";"1.000";"0.000";"0.000";0;0,228
"67433";2007-02-01;"13:16:00";"0.228";"0.000";"238.770";"1.000";"0.000";"0.000";0;0,228
"67434";2007-02-01;"13:17:00";"0.230";"0.000";"239.400";"1.000";"0.000";"0.000";0;0,23
"67435";2007-02-01;"13:18:00";"0.230";"0.000";"239.480";"1.000";"0.000";"0.000";0;0,23
"67436";2007-02-01;"13:19:00";"0.230";"0.000";"239.560";"1.000";"0.000";"0.000";0;0,23
"67437";2007-02-01;"13:20:00";"0.230";"0.000";"239.850";"1.000";"0.000";"0.000";0;0,23
"67438";2007-02-01;"13:21:00";"0.232";"0.000";"240.430";"1.000";"0.000";"0.000";0;0,232
"67439";2007-02-01;"13:22:00";"0.240";"0.000";"240.470";"1.000";"0.000";"0.000";0;0,24
"67440";2007-02-01;"13:23:00";"0.238";"0.000";"240.470";"1.000";"0.000";"0.000";0;0,238
"67441";2007-02-01;"13:24:00";"0.238";"0.000";"240.500";"1.000";"0.000";"0.000";0;0,238
"67442";2007-02-01;"13:25:00";"0.238";"0.000";"240.690";"1.000";"0.000";"0.000";0;0,238
"67443";2007-02-01;"13:26:00";"0.238";"0.000";"240.740";"1.000";"0.000";"0.000";0;0,238
"67444";2007-02-01;"13:27:00";"0.312";"0.068";"241.950";"1.600";"0.000";"0.000";0;0,312
"67445";2007-02-01;"13:28:00";"0.422";"0.248";"242.060";"2.000";"0.000";"0.000";0;0,422
"67446";2007-02-01;"13:29:00";"0.418";"0.246";"241.720";"2.000";"0.000";"0.000";0;0,418
"67447";2007-02-01;"13:30:00";"0.416";"0.248";"241.880";"2.000";"0.000";"0.000";0;0,416
"67448";2007-02-01;"13:31:00";"0.416";"0.250";"242.270";"2.000";"0.000";"0.000";0;0,416
"67449";2007-02-01;"13:32:00";"0.412";"0.248";"241.790";"2.000";"0.000";"0.000";0;0,412
"67450";2007-02-01;"13:33:00";"0.408";"0.246";"241.450";"2.000";"0.000";"0.000";0;0,408
"67451";2007-02-01;"13:34:00";"0.404";"0.242";"240.960";"2.000";"0.000";"0.000";0;0,404
"67452";2007-02-01;"13:35:00";"0.402";"0.242";"240.980";"2.000";"0.000";"0.000";0;0,402
"67453";2007-02-01;"13:36:00";"0.400";"0.240";"240.730";"1.800";"0.000";"0.000";0;0,4
"67454";2007-02-01;"13:37:00";"0.406";"0.238";"240.400";"2.000";"0.000";"0.000";0;0,406
"67455";2007-02-01;"13:38:00";"0.396";"0.228";"240.130";"1.800";"0.000";"0.000";0;0,396
"67456";2007-02-01;"13:39:00";"0.332";"0.136";"240.300";"1.400";"0.000";"0.000";0;0,332
"67457";2007-02-01;"13:40:00";"0.330";"0.132";"239.620";"1.400";"0.000";"0.000";0;0,33
"67458";2007-02-01;"13:41:00";"0.328";"0.130";"239.110";"1.400";"0.000";"0.000";0;0,328
"67459";2007-02-01;"13:42:00";"0.328";"0.128";"238.640";"1.400";"0.000";"0.000";0;0,328
"67460";2007-02-01;"13:43:00";"0.248";"0.000";"239.750";"1.000";"0.000";"0.000";0;0,248
"67461";2007-02-01;"13:44:00";"0.288";"0.052";"239.770";"1.400";"0.000";"0.000";0;0,288
"67462";2007-02-01;"13:45:00";"0.316";"0.122";"239.760";"1.400";"0.000";"1.000";0;0,316
"67463";2007-02-01;"13:46:00";"0.312";"0.120";"239.610";"1.400";"0.000";"1.000";0;0,312
"67464";2007-02-01;"13:47:00";"0.312";"0.120";"239.580";"1.400";"0.000";"1.000";0;0,312
"67465";2007-02-01;"13:48:00";"0.312";"0.116";"238.770";"1.400";"0.000";"2.000";0;0,312
"67466";2007-02-01;"13:49:00";"0.312";"0.116";"238.690";"1.400";"0.000";"1.000";0;0,312
"67467";2007-02-01;"13:50:00";"0.312";"0.116";"238.730";"1.400";"0.000";"1.000";0;0,312
"67468";2007-02-01;"13:51:00";"0.314";"0.118";"239.090";"1.400";"0.000";"2.000";0;0,314
"67469";2007-02-01;"13:52:00";"0.320";"0.120";"239.440";"1.400";"0.000";"1.000";0;0,32
"67470";2007-02-01;"13:53:00";"0.320";"0.120";"239.720";"1.400";"0.000";"2.000";0;0,32
"67471";2007-02-01;"13:54:00";"0.320";"0.120";"239.770";"1.400";"0.000";"1.000";0;0,32
"67472";2007-02-01;"13:55:00";"0.318";"0.120";"239.650";"1.400";"0.000";"1.000";0;0,318
"67473";2007-02-01;"13:56:00";"0.320";"0.124";"240.600";"1.400";"0.000";"2.000";0;0,32
"67474";2007-02-01;"13:57:00";"0.318";"0.122";"240.120";"1.400";"0.000";"1.000";0;0,318
"67475";2007-02-01;"13:58:00";"0.318";"0.122";"240.090";"1.400";"0.000";"1.000";0;0,318
"67476";2007-02-01;"13:59:00";"0.316";"0.122";"239.830";"1.400";"0.000";"2.000";0;0,316
"67477";2007-02-01;"14:00:00";"0.314";"0.120";"239.700";"1.400";"0.000";"1.000";0;0,314
"67478";2007-02-01;"14:01:00";"0.310";"0.124";"240.440";"1.400";"0.000";"1.000";0;0,31
"67479";2007-02-01;"14:02:00";"0.310";"0.128";"241.630";"1.400";"0.000";"2.000";0;0,31
"67480";2007-02-01;"14:03:00";"0.310";"0.130";"242.040";"1.400";"0.000";"1.000";0;0,31
"67481";2007-02-01;"14:04:00";"0.308";"0.128";"241.560";"1.400";"0.000";"1.000";0;0,308
"67482";2007-02-01;"14:05:00";"0.308";"0.126";"241.140";"1.400";"0.000";"1.000";0;0,308
"67483";2007-02-01;"14:06:00";"0.308";"0.128";"241.560";"1.400";"0.000";"2.000";0;0,308
"67484";2007-02-01;"14:07:00";"0.314";"0.130";"241.620";"1.400";"0.000";"1.000";0;0,314
"67485";2007-02-01;"14:08:00";"0.358";"0.170";"241.940";"1.800";"0.000";"1.000";0;0,358
"67486";2007-02-01;"14:09:00";"0.424";"0.268";"242.030";"2.000";"0.000";"1.000";0;0,424
"67487";2007-02-01;"14:10:00";"0.420";"0.268";"242.210";"2.000";"0.000";"2.000";0;0,42
"67488";2007-02-01;"14:11:00";"0.416";"0.264";"241.550";"2.000";"0.000";"1.000";0;0,416
"67489";2007-02-01;"14:12:00";"0.412";"0.258";"240.590";"2.000";"0.000";"1.000";0;0,412
"67490";2007-02-01;"14:13:00";"0.390";"0.224";"240.330";"1.800";"0.000";"1.000";0;0,39
"67491";2007-02-01;"14:14:00";"0.376";"0.164";"240.000";"1.800";"0.000";"0.000";0;0,376
"67492";2007-02-01;"14:15:00";"0.410";"0.236";"239.900";"2.000";"0.000";"0.000";0;0,41
"67493";2007-02-01;"14:16:00";"0.406";"0.236";"240.210";"2.000";"0.000";"0.000";0;0,406
"67494";2007-02-01;"14:17:00";"0.404";"0.238";"240.610";"2.000";"0.000";"0.000";0;0,404
"67495";2007-02-01;"14:18:00";"0.402";"0.238";"240.420";"2.000";"0.000";"0.000";0;0,402
"67496";2007-02-01;"14:19:00";"0.402";"0.238";"240.410";"1.800";"0.000";"0.000";0;0,402
"67497";2007-02-01;"14:20:00";"0.400";"0.240";"240.500";"1.800";"0.000";"0.000";0;0,4
"67498";2007-02-01;"14:21:00";"0.400";"0.242";"240.660";"1.800";"0.000";"0.000";0;0,4
"67499";2007-02-01;"14:22:00";"0.404";"0.240";"240.520";"2.000";"0.000";"0.000";0;0,404
"67500";2007-02-01;"14:23:00";"0.402";"0.242";"240.750";"2.000";"0.000";"0.000";0;0,402
"67501";2007-02-01;"14:24:00";"0.328";"0.136";"240.430";"1.400";"0.000";"0.000";0;0,328
"67502";2007-02-01;"14:25:00";"0.308";"0.108";"240.810";"1.400";"0.000";"0.000";0;0,308
"67503";2007-02-01;"14:26:00";"0.250";"0.000";"241.450";"1.000";"0.000";"0.000";0;0,25
"67504";2007-02-01;"14:27:00";"0.240";"0.000";"242.080";"1.000";"0.000";"0.000";0;0,24
"67505";2007-02-01;"14:28:00";"0.236";"0.000";"241.760";"1.000";"0.000";"0.000";0;0,236
"67506";2007-02-01;"14:29:00";"0.232";"0.000";"241.410";"1.000";"0.000";"0.000";0;0,232
"67507";2007-02-01;"14:30:00";"0.232";"0.000";"241.650";"1.000";"0.000";"0.000";0;0,232
"67508";2007-02-01;"14:31:00";"0.232";"0.000";"241.290";"1.000";"0.000";"0.000";0;0,232
"67509";2007-02-01;"14:32:00";"0.232";"0.000";"241.030";"1.000";"0.000";"0.000";0;0,232
"67510";2007-02-01;"14:33:00";"0.232";"0.000";"241.450";"1.000";"0.000";"0.000";0;0,232
"67511";2007-02-01;"14:34:00";"0.232";"0.000";"241.720";"1.000";"0.000";"0.000";0;0,232
"67512";2007-02-01;"14:35:00";"0.232";"0.000";"241.550";"1.000";"0.000";"0.000";0;0,232
"67513";2007-02-01;"14:36:00";"0.232";"0.000";"240.800";"1.000";"0.000";"0.000";0;0,232
"67514";2007-02-01;"14:37:00";"0.240";"0.000";"241.580";"1.000";"0.000";"0.000";0;0,24
"67515";2007-02-01;"14:38:00";"0.240";"0.000";"241.970";"1.000";"0.000";"0.000";0;0,24
"67516";2007-02-01;"14:39:00";"0.240";"0.000";"242.580";"1.000";"0.000";"0.000";0;0,24
"67517";2007-02-01;"14:40:00";"0.236";"0.000";"243.060";"1.000";"0.000";"0.000";0;0,236
"67518";2007-02-01;"14:41:00";"0.236";"0.000";"243.000";"1.000";"0.000";"0.000";0;0,236
"67519";2007-02-01;"14:42:00";"0.232";"0.000";"241.550";"1.000";"0.000";"0.000";0;0,232
"67520";2007-02-01;"14:43:00";"0.234";"0.000";"241.810";"1.000";"0.000";"0.000";0;0,234
"67521";2007-02-01;"14:44:00";"0.232";"0.000";"241.320";"1.000";"0.000";"0.000";0;0,232
"67522";2007-02-01;"14:45:00";"0.232";"0.000";"241.170";"1.000";"0.000";"0.000";0;0,232
"67523";2007-02-01;"14:46:00";"0.232";"0.000";"240.750";"1.000";"0.000";"0.000";0;0,232
"67524";2007-02-01;"14:47:00";"0.232";"0.000";"240.670";"1.000";"0.000";"0.000";0;0,232
"67525";2007-02-01;"14:48:00";"0.230";"0.000";"240.650";"1.000";"0.000";"0.000";0;0,23
"67526";2007-02-01;"14:49:00";"0.276";"0.000";"240.590";"1.200";"0.000";"0.000";0;0,276
"67527";2007-02-01;"14:50:00";"0.344";"0.138";"241.100";"1.600";"0.000";"0.000";0;0,344
"67528";2007-02-01;"14:51:00";"0.342";"0.140";"241.750";"1.600";"0.000";"0.000";0;0,342
"67529";2007-02-01;"14:52:00";"0.342";"0.148";"242.980";"1.600";"0.000";"0.000";0;0,342
"67530";2007-02-01;"14:53:00";"0.340";"0.146";"242.850";"1.600";"0.000";"0.000";0;0,34
"67531";2007-02-01;"14:54:00";"0.340";"0.148";"243.240";"1.600";"0.000";"0.000";0;0,34
"67532";2007-02-01;"14:55:00";"0.336";"0.146";"242.640";"1.400";"0.000";"0.000";0;0,336
"67533";2007-02-01;"14:56:00";"0.336";"0.146";"242.560";"1.400";"0.000";"0.000";0;0,336
"67534";2007-02-01;"14:57:00";"0.334";"0.144";"242.320";"1.400";"0.000";"0.000";0;0,334
"67535";2007-02-01;"14:58:00";"0.332";"0.144";"242.270";"1.400";"0.000";"0.000";0;0,332
"67536";2007-02-01;"14:59:00";"0.330";"0.140";"241.430";"1.400";"0.000";"0.000";0;0,33
"67537";2007-02-01;"15:00:00";"0.328";"0.140";"241.240";"1.400";"0.000";"0.000";0;0,328
"67538";2007-02-01;"15:01:00";"0.330";"0.144";"241.910";"1.400";"0.000";"0.000";0;0,33
"67539";2007-02-01;"15:02:00";"0.374";"0.182";"241.820";"1.800";"0.000";"0.000";0;0,374
"67540";2007-02-01;"15:03:00";"0.406";"0.248";"241.680";"2.000";"0.000";"0.000";0;0,406
"67541";2007-02-01;"15:04:00";"0.406";"0.248";"241.830";"2.000";"0.000";"0.000";0;0,406
"67542";2007-02-01;"15:05:00";"0.352";"0.172";"242.020";"1.600";"0.000";"0.000";0;0,352
"67543";2007-02-01;"15:06:00";"0.310";"0.112";"241.640";"1.400";"0.000";"0.000";0;0,31
"67544";2007-02-01;"15:07:00";"0.308";"0.106";"240.530";"1.400";"0.000";"0.000";0;0,308
"67545";2007-02-01;"15:08:00";"0.308";"0.110";"241.430";"1.400";"0.000";"0.000";0;0,308
"67546";2007-02-01;"15:09:00";"0.306";"0.110";"241.670";"1.400";"0.000";"0.000";0;0,306
"67547";2007-02-01;"15:10:00";"0.304";"0.110";"241.460";"1.400";"0.000";"0.000";0;0,304
"67548";2007-02-01;"15:11:00";"0.304";"0.110";"241.270";"1.400";"0.000";"0.000";0;0,304
"67549";2007-02-01;"15:12:00";"0.300";"0.104";"240.050";"1.400";"0.000";"0.000";0;0,3
"67550";2007-02-01;"15:13:00";"0.302";"0.106";"240.670";"1.400";"0.000";"0.000";0;0,302
"67551";2007-02-01;"15:14:00";"0.234";"0.000";"241.060";"1.000";"0.000";"0.000";0;0,234
"67552";2007-02-01;"15:15:00";"0.234";"0.000";"241.620";"1.000";"0.000";"0.000";0;0,234
"67553";2007-02-01;"15:16:00";"0.232";"0.000";"241.040";"1.000";"0.000";"0.000";0;0,232
"67554";2007-02-01;"15:17:00";"0.232";"0.000";"241.140";"1.000";"0.000";"0.000";0;0,232
"67555";2007-02-01;"15:18:00";"0.234";"0.000";"241.810";"1.000";"0.000";"0.000";0;0,234
"67556";2007-02-01;"15:19:00";"0.238";"0.000";"243.340";"1.000";"0.000";"0.000";0;0,238
"67557";2007-02-01;"15:20:00";"0.236";"0.000";"242.950";"1.000";"0.000";"0.000";0;0,236
"67558";2007-02-01;"15:21:00";"0.234";"0.000";"241.700";"1.000";"0.000";"0.000";0;0,234
"67559";2007-02-01;"15:22:00";"0.236";"0.000";"242.810";"1.000";"0.000";"0.000";0;0,236
"67560";2007-02-01;"15:23:00";"0.236";"0.000";"243.160";"1.000";"0.000";"0.000";0;0,236
"67561";2007-02-01;"15:24:00";"0.236";"0.000";"242.720";"1.000";"0.000";"0.000";0;0,236
"67562";2007-02-01;"15:25:00";"0.236";"0.000";"242.860";"1.000";"0.000";"0.000";0;0,236
"67563";2007-02-01;"15:26:00";"0.236";"0.000";"242.460";"1.000";"0.000";"0.000";0;0,236
"67564";2007-02-01;"15:27:00";"0.238";"0.000";"243.240";"1.000";"0.000";"0.000";0;0,238
"67565";2007-02-01;"15:28:00";"0.234";"0.000";"242.180";"1.000";"0.000";"0.000";0;0,234
"67566";2007-02-01;"15:29:00";"0.238";"0.000";"243.810";"1.000";"0.000";"0.000";0;0,238
"67567";2007-02-01;"15:30:00";"0.318";"0.100";"244.390";"1.400";"0.000";"0.000";0;0,318
"67568";2007-02-01;"15:31:00";"0.350";"0.154";"244.160";"1.600";"0.000";"0.000";0;0,35
"67569";2007-02-01;"15:32:00";"0.346";"0.154";"244.180";"1.600";"0.000";"0.000";0;0,346
"67570";2007-02-01;"15:33:00";"0.344";"0.150";"243.480";"1.600";"0.000";"0.000";0;0,344
"67571";2007-02-01;"15:34:00";"0.344";"0.154";"244.090";"1.600";"0.000";"0.000";0;0,344
"67572";2007-02-01;"15:35:00";"0.340";"0.152";"243.740";"1.600";"0.000";"0.000";0;0,34
"67573";2007-02-01;"15:36:00";"0.340";"0.154";"244.190";"1.600";"0.000";"0.000";0;0,34
"67574";2007-02-01;"15:37:00";"0.340";"0.158";"244.620";"1.600";"0.000";"0.000";0;0,34
"67575";2007-02-01;"15:38:00";"0.338";"0.158";"244.630";"1.600";"0.000";"0.000";0;0,338
"67576";2007-02-01;"15:39:00";"0.336";"0.152";"243.580";"1.400";"0.000";"0.000";0;0,336
"67577";2007-02-01;"15:40:00";"0.334";"0.148";"243.040";"1.400";"0.000";"0.000";0;0,334
"67578";2007-02-01;"15:41:00";"0.332";"0.146";"242.680";"1.400";"0.000";"0.000";0;0,332
"67579";2007-02-01;"15:42:00";"0.334";"0.152";"243.850";"1.400";"0.000";"0.000";0;0,334
"67580";2007-02-01;"15:43:00";"0.332";"0.148";"243.130";"1.400";"0.000";"0.000";0;0,332
"67581";2007-02-01;"15:44:00";"0.334";"0.152";"243.930";"1.400";"0.000";"0.000";0;0,334
"67582";2007-02-01;"15:45:00";"0.326";"0.142";"243.960";"1.400";"0.000";"0.000";0;0,326
"67583";2007-02-01;"15:46:00";"0.238";"0.000";"243.390";"1.000";"0.000";"0.000";0;0,238
"67584";2007-02-01;"15:47:00";"0.238";"0.000";"243.460";"1.000";"0.000";"0.000";0;0,238
"67585";2007-02-01;"15:48:00";"0.240";"0.000";"244.400";"1.000";"0.000";"0.000";0;0,24
"67586";2007-02-01;"15:49:00";"0.242";"0.000";"244.280";"1.000";"0.000";"0.000";0;0,242
"67587";2007-02-01;"15:50:00";"0.324";"0.100";"244.150";"1.600";"0.000";"0.000";0;0,324
"67588";2007-02-01;"15:51:00";"0.322";"0.118";"243.180";"1.400";"0.000";"0.000";0;0,322
"67589";2007-02-01;"15:52:00";"0.318";"0.118";"243.240";"1.400";"0.000";"0.000";0;0,318
"67590";2007-02-01;"15:53:00";"0.312";"0.114";"242.640";"1.400";"0.000";"0.000";0;0,312
"67591";2007-02-01;"15:54:00";"0.312";"0.116";"242.920";"1.400";"0.000";"0.000";0;0,312
"67592";2007-02-01;"15:55:00";"0.310";"0.112";"242.150";"1.400";"0.000";"0.000";0;0,31
"67593";2007-02-01;"15:56:00";"0.310";"0.116";"242.900";"1.400";"0.000";"0.000";0;0,31
"67594";2007-02-01;"15:57:00";"0.308";"0.116";"243.000";"1.400";"0.000";"0.000";0;0,308
"67595";2007-02-01;"15:58:00";"0.308";"0.116";"243.100";"1.400";"0.000";"0.000";0;0,308
"67596";2007-02-01;"15:59:00";"0.308";"0.116";"243.100";"1.400";"0.000";"0.000";0;0,308
"67597";2007-02-01;"16:00:00";"0.308";"0.120";"243.700";"1.400";"0.000";"0.000";0;0,308
"67598";2007-02-01;"16:01:00";"0.240";"0.000";"243.110";"1.000";"0.000";"0.000";0;0,24
"67599";2007-02-01;"16:02:00";"0.236";"0.000";"243.150";"1.000";"0.000";"0.000";0;0,236
"67600";2007-02-01;"16:03:00";"0.236";"0.000";"242.950";"1.000";"0.000";"0.000";0;0,236
"67601";2007-02-01;"16:04:00";"0.240";"0.000";"243.320";"1.000";"0.000";"0.000";0;0,24
"67602";2007-02-01;"16:05:00";"0.244";"0.000";"243.140";"1.000";"0.000";"0.000";0;0,244
"67603";2007-02-01;"16:06:00";"0.244";"0.000";"242.880";"1.000";"0.000";"0.000";0;0,244
"67604";2007-02-01;"16:07:00";"0.244";"0.000";"243.070";"1.000";"0.000";"0.000";0;0,244
"67605";2007-02-01;"16:08:00";"0.244";"0.000";"243.030";"1.000";"0.000";"0.000";0;0,244
"67606";2007-02-01;"16:09:00";"0.240";"0.000";"241.340";"1.000";"0.000";"0.000";0;0,24
"67607";2007-02-01;"16:10:00";"0.240";"0.000";"241.090";"1.000";"0.000";"0.000";0;0,24
"67608";2007-02-01;"16:11:00";"0.300";"0.066";"242.090";"1.400";"0.000";"0.000";0;0,3
